iter	Passed	Remaining
1309	16325	8598
1310	16338	8586
1311	16351	8574
1312	16364	8562
1313	16374	8548
1314	16387	8536
1315	16403	8525
1316	16418	8514
1317	16439	8506
1318	16451	8493
1319	16464	8481
1320	16479	8470
1321	16489	8456
1322	16498	8442
1323	16511	8430
1324	16526	8419
1325	16538	8406
1326	16553	8395
1327	16566	8383
1328	16579	8370
1329	16591	8358
1330	16603	8345
1331	16615	8332
1332	16625	8318
1333	16638	8306
1334	16650	8294
1335	16666	8283
1336	16681	8272
1337	16691	8258
1338	16702	8245
1339	16711	8231
1340	16724	8218
1341	16739	8207
1342	16756	8197
1343	16765	8183
1344	16783	8173
1345	16797	8161
1346	16813	8150
1347	16830	8140
1348	16843	8128
1349	16852	8114
1350	16861	8099
1351	16870	8085
1352	16881	8072
1353	16893	8060
1354	16903	8046
1355	16912	8032
1356	16923	8019
1357	16938	8007
1358	16949	7994
1359	16962	7982
1360	16985	7974
1361	16998	7962
1362	17013	7951
1363	17023	7937
1364	17039	7926
1365	17050	7913
1366	17067	7903
1367	17080	7891
1368	17094	7879
1369	17113	7869
1370	17124	7856
1371	17135	7843
1372	17145	7829
1373	17155	7816
1374	17165	7802
1375	17174	7788
1376	17192	7778
1377	17210	7768
1378	17220	7754
1379	17229	7740
1380	17239	7727
1381	17251	7714
1382	17266	7703
1383	17276	7689
1384	17285	7675
1385	17297	7662
1386	17307	7649
1387	17320	7636
1388	17334	7624
1389	17347	7613
1390	17357	7599
1391	17367	7585
1392	17377	7572
1393	17386	7558
1394	17401	7547
1395	17413	7534
1396	17424	7521
1397	17437	7508
1398	17452	7497
1399	17464	7484
1400	17477	7472
1401	17492	7461
1402	17506	7449
1403	17515	7435
1404	17526	7422
1405	17535	7408
1406	17549	7396
1407	17564	7385
1408	17579	7373
1409	17588	7359
1410	17598	7346
1411	17608	7332
1412	17616	7318
1413	17626	7304
1414	17637	7291
1415	17648	7278
1416	17662	7267
1417	17674	7254
1418	17691	7243
1419	17706	7232
1420	17718	7219
1421	17730	7206
1422	17740	7193
1423	17750	7180
1424	17760	7166
1425	17770	7153
1426	17783	7140
1427	17794	7127
1428	17803	7114
1429	17813	7100
1430	17831	7090
1431	17847	7079
1432	17862	7067
1433	17879	7056
1434	17898	7047
1435	17912	7035
1436	17922	7021
1437	17931	7008
1438	17944	6995
1439	17961	6985
1440	17977	6974
1441	17989	6961
1442	18004	6949
1443	18018	6937
1444	18041	6929
1445	18053	6916
1446	18066	6904
1447	18082	6893
1448	18092	6879
1449	18107	6868
1450	18123	6857
1451	18133	6843
1452	18142	6830
1453	18157	6818
1454	18171	6806
1455	18181	6793
1456	18191	6779
1457	18200	6766
1458	18209	6752
1459	18220	6739
1460	18233	6726
1461	18246	6714
1462	18259	6702
1463	18268	6688
1464	18277	6674
1465	18286	6661
1466	18296	6647
1467	18306	6634
1468	18317	6621
1469	18327	6607
1470	18337	6594
1471	18348	6581
1472	18360	6568
1473	18372	6556
1474	18383	6543
1475	18395	6530
1476	18408	6518
1477	18420	6505
1478	18429	6492
1479	18440	6479
1480	18450	6465
1481	18459	6451
1482	18468	6438
1483	18477	6424
1484	18487	6411
1485	18497	6398
1486	18508	6385
1487	18521	6373
1488	18534	6360
1489	18558	6352
1490	18568	6338
1491	18578	6325
1492	18586	6311
1493	18596	6298
1494	18606	6284
1495	18615	6271
1496	18625	6258
1497	18635	6244
1498	18645	6231
1499	18654	6218
1500	18664	6204
1501	18674	6191
1502	18686	6178
1503	18699	6166
1504	18709	6153
1505	18718	6140
1506	18728	6126
1507	18740	6114
1508	18752	6101
1509	18761	6088
1510	18770	6074
1511	18787	6063
1512	18801	6051
1513	18814	6039
1514	18842	6032
1515	18855	6019
1516	18866	6006
1517	18876	5993
1518	18886	5980
1519	18898	5967
1520	18910	5955
1521	18925	5943
1522	18938	5931
1523	18954	5920
1524	18970	5908
1525	18982	5896
1526	18994	5883
1527	19009	5871
1528	19019	5858
1529	19028	5845
1530	19040	5832
1531	19049	5819
1532	19058	5805
1533	19069	5792
1534	19076	5778
1535	19087	5765
1536	19101	5754
1537	19117	5742
1538	19129	5730
1539	19139	5716
1540	19149	5703
1541	19160	5690
1542	19168	5677
1543	19187	5666
1544	19199	5654
1545	19211	5641
1546	19224	5629
1547	19233	5616
1548	19243	5602
1549	19253	5589
1550	19268	5578
1551	19282	5565
1552	19292	5553
1553	19301	5539
1554	19311	5526
1555	19321	5513
1556	19337	5501
1557	19346	5488
1558	19356	5475
1559	19371	5463
1560	19384	5451
1561	19398	5439
1562	19407	5426
1563	19422	5414
1564	19432	5401
1565	19443	5388
1566	19451	5374
1567	19460	5361
1568	19476	5350
1569	19485	5336
1570	19494	5323
1571	19504	5310
1572	19513	5296
1573	19522	5283
1574	19535	5271
1575	19545	5258
1576	19553	5244
1577	19563	5231
1578	19573	5218
1579	19585	5206
1580	19602	5195
1581	19618	5183
1582	19634	5172
1583	19647	5159
1584	19666	5149
1585	19681	5137
1586	19696	5125
1587	19713	5114
1588	19729	5103
1589	19742	5090
1590	19751	5077
1591	19762	5064
1592	19771	5051
1593	19781	5038
